species sample1 sample2 subject1 subject2 hh1 hh2 keyTimepoint sharedStrainFishing
Roseburia_inulinivorans_61943 XRA-029 XRB-029 XRA XRB XR XR pre-abx FALSE
Roseburia_inulinivorans_61943 XSA-029 XSB-029 XSA XSB XS XS pre-abx FALSE
Roseburia_inulinivorans_61943 XSA-036 XSB-036 XSA XSB XS XS post-abx FALSE
Roseburia_inulinivorans_61943 XTA-001 XTB-001 XTA XTB XT XT initial FALSE
Roseburia_inulinivorans_61943 XUA-001 XUB-001 XUA XUB XU XU initial FALSE
Roseburia_inulinivorans_61943 XUA-036 XUB-036 XUA XUB XU XU post-abx FALSE
Roseburia_inulinivorans_61943 XUA-064 XUB-064 XUA XUB XU XU final FALSE
Roseburia_inulinivorans_61943 YAB-001 YAC-001 YAB YAC YA YA initial FALSE
Roseburia_inulinivorans_61943 YAB-001 YAD-001 YAB YAD YA YA initial FALSE
Roseburia_inulinivorans_61943 ZCA-001 ZCB-001 ZCA ZCB ZC ZC initial TRUE
Roseburia_inulinivorans_61943 ZDA-001 ZDB-001 ZDA ZDB ZD ZD initial FALSE
Ruminococcus_bicirculans_59300 XEA-029 XEB-029 XEA XEB XE XE pre-abx FALSE
Ruminococcus_bicirculans_59300 XFA-001 XFB-001 XFA XFB XF XF initial FALSE
Ruminococcus_bicirculans_59300 XGB-029 XGC-029 XGB XGC XG XG pre-abx FALSE
Ruminococcus_bicirculans_59300 XGB-064 XGC-064 XGB XGC XG XG final FALSE
Ruminococcus_bicirculans_59300 XHA-003 XHC-001 XHA XHC XH XH initial FALSE
Ruminococcus_bicirculans_59300 XHA-029 XHC-029 XHA XHC XH XH pre-abx FALSE
Ruminococcus_bicirculans_59300 XHA-064 XHB-064 XHA XHB XH XH final FALSE
Ruminococcus_bicirculans_59300 XHA-064 XHC-064 XHA XHC XH XH final FALSE
Ruminococcus_bicirculans_59300 XHB-064 XHC-064 XHB XHC XH XH final FALSE
Ruminococcus_bicirculans_59300 XIA-002 XIB-002 XIA XIB XI XI initial FALSE
Ruminococcus_bicirculans_59300 XIA-029 XIB-029 XIA XIB XI XI pre-abx FALSE
Ruminococcus_bicirculans_59300 XIA-064 XIB-064 XIA XIB XI XI final FALSE
Ruminococcus_bicirculans_59300 XNA-029 XNB-029 XNA XNB XN XN pre-abx FALSE
Ruminococcus_bicirculans_59300 XQA-064 XQB-064 XQA XQB XQ XQ final FALSE
Ruminococcus_bicirculans_59300 YAA-001 YAB-001 YAA YAB YA YA initial FALSE
Ruminococcus_bicirculans_59300 YAA-001 YAD-001 YAA YAD YA YA initial FALSE
Ruminococcus_bicirculans_59300 YEA-004 YEB-001 YEA YEB YE YE initial FALSE
Ruminococcus_bromii_62047 XIA-002 XIB-002 XIA XIB XI XI initial TRUE
Ruminococcus_bromii_62047 XJA-029 XJB-029 XJA XJB XJ XJ pre-abx TRUE
Ruminococcus_bromii_62047 XLA-001 XLB-001 XLA XLB XL XL initial FALSE
Ruminococcus_bromii_62047 XLA-029 XLB-029 XLA XLB XL XL pre-abx FALSE
Ruminococcus_bromii_62047 XLA-036 XLB-036 XLA XLB XL XL post-abx FALSE
Ruminococcus_bromii_62047 XLA-064 XLB-064 XLA XLB XL XL final FALSE
Ruminococcus_bromii_62047 XOA-029 XOB-028 XOA XOB XO XO pre-abx FALSE
Ruminococcus_bromii_62047 XOA-036 XOB-036 XOA XOB XO XO post-abx FALSE
Ruminococcus_bromii_62047 XQA-001 XQB-001 XQA XQB XQ XQ initial FALSE
Ruminococcus_bromii_62047 XQA-029 XQB-029 XQA XQB XQ XQ pre-abx FALSE
Ruminococcus_bromii_62047 XQA-064 XQB-064 XQA XQB XQ XQ final FALSE
Ruminococcus_bromii_62047 YBA-004 YBB-029 YBA YBB YB YB initial FALSE
Ruminococcus_bromii_62047 YBA-004 YBB-029 YBA YBB YB YB pre-abx FALSE
Ruminococcus_bromii_62047 YCA-001 YCB-001 YCA YCB YC YC initial FALSE
Ruminococcus_obeum_61472 XQA-064 XQB-064 XQA XQB XQ XQ final FALSE
Ruminococcus_sp_55468 XAA-002 XAD-003 XAA XAD XA XA initial FALSE
Ruminococcus_sp_55468 XAC-029 XAD-029 XAC XAD XA XA pre-abx FALSE
Ruminococcus_sp_55468 XBA-036 XBB-036 XBA XBB XB XB post-abx FALSE
Ruminococcus_sp_55468 XGA-064 XGC-064 XGA XGC XG XG final FALSE
Ruminococcus_sp_55468 XLA-001 XLB-001 XLA XLB XL XL initial FALSE
Ruminococcus_sp_55468 XLA-064 XLB-064 XLA XLB XL XL final TRUE
Ruminococcus_sp_55468 XNA-001 XNB-001 XNA XNB XN XN initial FALSE
Ruminococcus_sp_55468 XNA-029 XNB-029 XNA XNB XN XN pre-abx FALSE
Ruminococcus_sp_55468 XNA-036 XNB-036 XNA XNB XN XN post-abx FALSE
Ruminococcus_sp_55468 XNA-064 XNB-064 XNA XNB XN XN final FALSE
Ruminococcus_sp_55468 XOA-029 XOB-028 XOA XOB XO XO pre-abx FALSE
Ruminococcus_sp_55468 XOA-036 XOB-036 XOA XOB XO XO post-abx FALSE
Ruminococcus_sp_55468 XQA-001 XQB-001 XQA XQB XQ XQ initial FALSE
Ruminococcus_sp_55468 XQA-029 XQB-029 XQA XQB XQ XQ pre-abx FALSE
Ruminococcus_sp_55468 XQA-036 XQB-036 XQA XQB XQ XQ post-abx FALSE
Ruminococcus_sp_55468 XQA-064 XQB-064 XQA XQB XQ XQ final FALSE
Ruminococcus_sp_55468 XRA-064 XRB-059 XRA XRB XR XR final FALSE
Ruminococcus_sp_55468 XUA-001 XUB-001 XUA XUB XU XU initial FALSE
Ruminococcus_sp_55468 XUA-029 XUB-029 XUA XUB XU XU pre-abx FALSE
Ruminococcus_sp_55468 XUA-064 XUB-064 XUA XUB XU XU final FALSE
Ruminococcus_sp_55468 XVA-036 XVB-036 XVA XVB XV XV post-abx FALSE
Ruminococcus_sp_55468 XVA-064 XVB-064 XVA XVB XV XV final FALSE
Ruminococcus_sp_55468 ZAA-002 ZAB-002 ZAA ZAB ZA ZA initial FALSE
Ruminococcus_sp_55468 ZAB-002 ZAC-263 ZAB ZAC ZA ZA initial TRUE
Ruminococcus_sp_55468 ZEA-001 ZEB-001 ZEA ZEB ZE ZE initial FALSE
Ruminococcus_torques_62045 XGA-029 XGB-029 XGA XGB XG XG pre-abx TRUE
Ruminococcus_torques_62045 XGA-036 XGB-036 XGA XGB XG XG post-abx FALSE
Ruminococcus_torques_62045 XGA-064 XGB-064 XGA XGB XG XG final TRUE
Ruminococcus_torques_62045 XGA-064 XGC-064 XGA XGC XG XG final FALSE
Ruminococcus_torques_62045 XGB-029 XGC-029 XGB XGC XG XG pre-abx FALSE
Ruminococcus_torques_62045 XGB-064 XGC-064 XGB XGC XG XG final FALSE
Ruminococcus_torques_62045 XHB-036 XHC-036 XHB XHC XH XH post-abx FALSE
Ruminococcus_torques_62045 XIA-064 XIC-064 XIA XIC XI XI final FALSE
Ruminococcus_torques_62045 XNA-064 XNB-064 XNA XNB XN XN final FALSE
Ruminococcus_torques_62045 YEB-001 YEC-005 YEB YEC YE YE initial FALSE
Ruminococcus_torques_62045 ZAA-002 ZAC-263 ZAA ZAC ZA ZA final FALSE
Sutterella_wadsworthensis_56828 XEA-001 XEB-001 XEA XEB XE XE initial FALSE
Sutterella_wadsworthensis_56828 XEA-029 XEB-029 XEA XEB XE XE pre-abx FALSE
Sutterella_wadsworthensis_56828 XIB-064 XIC-064 XIB XIC XI XI final FALSE
Sutterella_wadsworthensis_56828 YCA-001 YCB-001 YCA YCB YC YC initial TRUE
Sutterella_wadsworthensis_56828 ZAA-002 ZAB-002 ZAA ZAB ZA ZA initial TRUE
Sutterella_wadsworthensis_56828 ZAA-002 ZAC-263 ZAA ZAC ZA ZA final TRUE
Sutterella_wadsworthensis_56828 ZAB-002 ZAC-263 ZAB ZAC ZA ZA final TRUE
Sutterella_wadsworthensis_56828 ZAB-002 ZAC-263 ZAB ZAC ZA ZA initial TRUE
