"subject" "species_id" "kingdom" "phylum" "class" "order" "family" "genus" "species" "speciesStatusAbxAllTimepoints" "speciesStatusColonizationAllTimepoints" "timeOfRecoveryAllTimepoints" "timeOfColonizationAllTimepoints" "speciesStatusAbxKTfollowup" "speciesStatusColonizationKTfollowup" "timeOfRecoveryKTfollowup" "timeOfColonizationKTfollowup" "strainTurnover" "timeOfStrainTurnover" "speciesColonizedTransientlyMain" "speciesColonizedTransientlyAll" "sharingHhAnyTimepoint" "sharingHhPreAbx" "sharingHhPostAbx" "sharingHhMain" "sharingHhFollowup" "sharingHhPostAbxFollowup" "sharingSubjectPreAbx" "sharingSubjectPostAbx" "sharingSubjectFollowup" "sharingSubjectPostAbxFollowup" "sharingSubjectFinal"
"XFA" "Bacteroides_ovatus_58035" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Bacteroidaceae" "Bacteroides" "Bacteroides ovatus" "speciesRecoveredMain" "speciesNotColonized" 38 NA "speciesRecoveredMain" "speciesNotColonized" 64 NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XFA" "Bacteroides_rodentium_59708" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Bacteroidaceae" "Bacteroides" "Bacteroides rodentium" "speciesRecoveredMain" "speciesNotColonized" 36 NA "speciesNotDisrupted" "speciesNotColonized" NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XFA" "Bacteroides_sartorii_54642" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Bacteroidaceae" "Bacteroides" "Bacteroides sartorii" "speciesRecoveredMain" "speciesNotColonized" 35 NA "speciesNotDisrupted" "speciesNotColonized" NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XFA" "Bacteroides_stercoris_56735" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Bacteroidaceae" "Bacteroides" "Bacteroides stercoris" "speciesNotRecovered" "speciesNotColonized" NA NA "speciesNotRecovered" "speciesNotColonized" NA NA FALSE NA NA NA "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "strainsShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "speciesAbsent"
"XFA" "Bacteroides_thetaiotaomicron_56941" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Bacteroidaceae" "Bacteroides" "Bacteroides sp. 1_1_6" "speciesRecoveredMain" "speciesNotColonized" 40 NA "speciesRecoveredMain" "speciesNotColonized" 64 NA FALSE NA NA NA "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared"
"XFA" "Bacteroides_uniformis_57318" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Bacteroidaceae" "Bacteroides" "Bacteroides uniformis" "speciesRecoveredMain" "speciesNotColonized" 36 NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared"
"XFA" "Bacteroides_vulgatus_57955" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Bacteroidaceae" "Bacteroides" "Bacteroides vulgatus" "speciesRecoveredMain" "speciesNotColonized" 35 NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "strainsShared" "strainsNotShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared"
"XFA" "Bacteroides_xylanisolvens_57185" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Bacteroidaceae" "Bacteroides" "Bacteroides sp. D1" "speciesRecoveredMain" "speciesNotColonized" 38 NA "speciesRecoveredMain" "speciesNotColonized" 64 NA FALSE NA NA NA "strainsShared" "strainsNotShared" "strainsUnknown" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared"
"XFA" "Barnesiella_intestinihominis_62208" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Porphyromonadaceae" "Barnesiella" "Barnesiella intestinihominis" "speciesRecoveredMain" "speciesNotColonized" 38 NA "speciesRecoveredMain" "speciesNotColonized" 64 NA FALSE NA NA NA "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared"
"XFA" "Bilophila_wadsworthia_57364" "Bacteria" "delta/epsilon subdivisions" "Deltaproteobacteria" "Desulfovibrionales" "Desulfovibrionaceae" "Bilophila" "Bilophila wadsworthia" "speciesRecoveredMain" "speciesNotColonized" 44 NA "speciesRecoveredMain" "speciesNotColonized" 64 NA NA NA NA NA "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XFA" "Blautia_wexlerae_56130" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Blautia" "Blautia wexlerae" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "strainsNotShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsNotShared" "strainsNotShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared"
"XFA" "Burkholderiales_bacterium_56577" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "" "" "Burkholderiales bacterium 1_1_47" "speciesNotRecovered" "speciesNotColonized" NA NA "speciesNotRecovered" "speciesNotColonized" NA NA FALSE NA NA NA "strainsNotShared" "strainsNotShared" "strainsUnknown" "strainsNotShared" "strainsUnknown" "strainsUnknown" "strainsShared" "speciesAbsent" "speciesAbsent" "speciesAbsent" "speciesAbsent"
"XFA" "Butyricimonas_virosa_58742" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Porphyromonadaceae" "Butyricimonas" "Butyricimonas virosa" NA "speciesNotColonized" NA NA NA "speciesNotColonized" NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XFA" "Clostridiales_bacterium_43336" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "" "" "Clostridiales bacterium VE202-16" NA "speciesNotColonized" NA NA NA NA NA NA NA NA NA NA "strainsUnknown" "speciesNotShared" "strainsUnknown" "strainsUnknown" "speciesNotShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XFA" "Clostridiales_bacterium_52743" "Bacteria" "Firmicutes" "Erysipelotrichia" "Erysipelotrichales" "Erysipelotrichaceae" "Coprobacillus" "Coprobacillus sp. 3_3_56FAA" NA "speciesNotColonized" NA NA NA "speciesNotColonized" NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XFA" "Clostridiales_bacterium_56470" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "" "" "Clostridiales bacterium VE202-03" NA "speciesNotColonized" NA NA NA NA NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XFA" "Clostridiales_bacterium_61057" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "" "" "butyrate-producing bacterium SS3/4" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "strainsNotShared" "strainsNotShared" "strainsUnknown" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared"
"XFA" "Clostridium_symbiosum_54029" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Lachnoclostridium" "[Clostridium] symbiosum" NA "speciesNotColonized" NA NA NA NA NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "speciesAbsent" "strainsUnknown" "speciesAbsent"
"XFA" "Collinsella_aerofaciens_61484" "Bacteria" "Actinobacteria" "Coriobacteridae" "Coriobacterineae" "Coriobacteriaceae" "Collinsella" "Collinsella aerofaciens" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XFA" "Collinsella_sp_62205" "Bacteria" "Actinobacteria" "Coriobacteridae" "Coriobacterineae" "Coriobacteriaceae" "Collinsella" "Collinsella sp. 4_8_47FAA" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XFA" "Coprococcus_catus_62200" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Coprococcus" "Coprococcus catus" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XFA" "Coprococcus_comes_61587" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Coprococcus" "Coprococcus comes" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared"
"XFA" "Coprococcus_eutactus_61480" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Coprococcus" "Coprococcus eutactus" "speciesNotRecovered" "speciesNotColonized" NA NA "speciesNotRecovered" "speciesNotColonized" NA NA FALSE NA NA NA "strainsShared" "strainsShared" "strainsUnknown" "strainsShared" "strainsUnknown" "strainsUnknown" "strainsShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "speciesAbsent"
"XFA" "Dorea_formicigenerans_56346" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Dorea" "Dorea formicigenerans" "speciesNotDisrupted" "speciesNotColonized" NA NA NA "speciesNotColonized" NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XFA" "Dorea_longicatena_59913" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Dorea" "Dorea longicatena" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA NA NA NA NA "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XFA" "Dorea_longicatena_61473" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Dorea" "Dorea longicatena" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA NA NA NA NA "strainsNotShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsNotShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XFA" "Eubacterium_eligens_61678" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Eubacteriaceae" "Eubacterium" "[Eubacterium] eligens" "speciesNotRecovered" "speciesNotColonized" NA NA "speciesNotRecovered" "speciesNotColonized" NA NA FALSE NA NA NA "strainsNotShared" "strainsNotShared" "strainsUnknown" "strainsNotShared" "strainsUnknown" "strainsUnknown" "strainsShared" "strainsUnknown" "speciesAbsent" "strainsUnknown" "speciesAbsent"
"XFA" "Eubacterium_rectale_56927" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Eubacteriaceae" "Eubacterium" "Eubacterium rectale" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "strainsShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared"
"XFA" "Eubacterium_siraeum_57634" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Ruminiclostridium" "[Eubacterium] siraeum" "speciesRecoveredMain" "speciesNotColonized" 35 NA "speciesNotRecovered" "speciesNotColonized" NA NA FALSE NA NA NA "strainsShared" "strainsShared" "strainsUnknown" "strainsShared" "strainsUnknown" "strainsUnknown" "strainsShared" "strainsUnknown" "speciesAbsent" "strainsUnknown" "speciesAbsent"
"XFA" "Eubacterium_ventriosum_61474" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Eubacteriaceae" "Eubacterium" "Eubacterium ventriosum" "speciesRecoveredMain" "speciesNotColonized" 35 NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "strainsNotShared" "strainsNotShared" "strainsUnknown" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsUnknown" "strainsShared" "strainsShared" "strainsShared" "strainsShared"
"XFA" "Faecalibacterium_cf_62236" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Faecalibacterium" "Faecalibacterium prausnitzii" "speciesNotRecovered" "speciesNotColonized" NA NA "speciesNotRecovered" "speciesNotColonized" NA NA FALSE NA NA NA "strainsNotShared" "strainsNotShared" "strainsUnknown" "strainsNotShared" "strainsUnknown" "strainsUnknown" "strainsShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XFA" "Faecalibacterium_prausnitzii_57453" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Faecalibacterium" "Faecalibacterium prausnitzii" "speciesRecoveredMain" "speciesNotColonized" 38 NA "speciesRecoveredMain" "speciesNotColonized" 64 NA FALSE NA NA NA "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared"
"XFA" "Faecalibacterium_prausnitzii_61481" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Faecalibacterium" "Faecalibacterium prausnitzii" "speciesNotRecovered" "speciesNotColonized" NA NA "speciesNotRecovered" "speciesNotColonized" NA NA FALSE NA NA NA "strainsNotShared" "strainsNotShared" "strainsUnknown" "strainsNotShared" "strainsUnknown" "strainsUnknown" "strainsShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XFA" "Faecalibacterium_prausnitzii_62201" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Faecalibacterium" "Faecalibacterium prausnitzii" "speciesRecoveredMain" "speciesNotColonized" 38 NA "speciesRecoveredMain" "speciesNotColonized" 64 NA TRUE 242 NA NA "strainsNotShared" "strainsNotShared" "strainsUnknown" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsShared" "strainsUnknown" "strainsNotShared" "strainsNotShared" "strainsUnknown"
"XFA" "Gordonibacter_pamelaeae_62044" "Bacteria" "Actinobacteria" "Coriobacteridae" "Coriobacterineae" "Coriobacteriaceae" "Gordonibacter" "Gordonibacter pamelaeae" NA "speciesNotColonized" NA NA NA "speciesNotColonized" NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XFA" "Guyana_massiliensis_60772" "Bacteria" "" "" "" "" "" "bacterium LF-3" "speciesNotRecovered" "speciesNotColonized" NA NA "speciesNotRecovered" "speciesNotColonized" NA NA FALSE NA NA NA "strainsNotShared" "strainsNotShared" "strainsUnknown" "strainsNotShared" "strainsUnknown" "strainsUnknown" "strainsShared" "strainsUnknown" "speciesAbsent" "strainsUnknown" "speciesAbsent"
"XFA" "Haemophilus_parainfluenzae_57123" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pasteurellales" "Pasteurellaceae" "Haemophilus" "Haemophilus parainfluenzae" NA "speciesNotColonized" NA NA NA NA NA NA NA NA NA NA "strainsUnknown" "speciesNotShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XFA" "Haemophilus_parainfluenzae_62356" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pasteurellales" "Pasteurellaceae" "Haemophilus" "Haemophilus parainfluenzae" "speciesRecoveredMain" "speciesNotColonized" 35 NA "speciesNotDisrupted" "speciesNotColonized" NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XFA" "Haemophilus_parainfluenzae_62468" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pasteurellales" "Pasteurellaceae" "Haemophilus" "Haemophilus parainfluenzae" "speciesRecoveredMain" "speciesNotColonized" 36 NA NA "speciesNotColonized" NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XFA" "Oscillospiraceae_bacterium_54867" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Oscillospiraceae" "Oscillibacter" "Oscillibacter sp. KLE 1728" "speciesRecoveredMain" "speciesNotColonized" 35 NA NA NA NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XFA" "Parabacteroides_distasonis_56985" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Porphyromonadaceae" "Porphyromonas" "Porphyromonas sp. 31_2" "speciesNotRecovered" "speciesNotColonized" NA NA "speciesNotRecovered" "speciesNotColonized" NA NA FALSE NA NA NA "strainsShared" "strainsShared" "strainsUnknown" "strainsShared" "strainsUnknown" "strainsUnknown" "strainsShared" "speciesAbsent" "speciesAbsent" "speciesAbsent" "speciesAbsent"
"XFA" "Parabacteroides_goldsteinii_56831" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Porphyromonadaceae" "Parabacteroides" "Parabacteroides sp. ASF519" "speciesNotRecovered" "speciesNotColonized" NA NA NA NA NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "speciesAbsent" "strainsUnknown" "speciesAbsent"
"XFA" "Parabacteroides_johnsonii_55217" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Porphyromonadaceae" "Parabacteroides" "Parabacteroides johnsonii" "speciesNotRecovered" "speciesNotColonized" NA NA "speciesNotRecovered" "speciesNotColonized" NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "speciesAbsent" "speciesAbsent" "speciesAbsent" "speciesAbsent"
"XFA" "Parabacteroides_merdae_56972" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Porphyromonadaceae" "Parabacteroides" "Parabacteroides merdae" "speciesNotRecovered" "speciesNotColonized" NA NA "speciesNotRecovered" "speciesNotColonized" NA NA FALSE NA NA NA "strainsShared" "strainsShared" "strainsUnknown" "strainsShared" "strainsUnknown" "strainsUnknown" "strainsShared" "speciesAbsent" "speciesAbsent" "speciesAbsent" "speciesAbsent"
"XFA" "Phascolarctobacterium_sp_59817" "Bacteria" "Firmicutes" "Negativicutes" "Selenomonadales" "Acidaminococcaceae" "Phascolarctobacterium" "Phascolarctobacterium sp. CAG" "speciesRecoveredMain" "speciesNotColonized" 35 NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "strainsNotShared" "strainsNotShared" "strainsUnknown" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared"
"XFA" "Roseburia_hominis_61877" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Roseburia" "Roseburia hominis" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotRecovered" "speciesNotColonized" NA NA FALSE NA NA NA "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsUnknown" "strainsNotShared" "strainsShared" "strainsShared" "strainsUnknown" "strainsShared" "strainsUnknown"
