species_id	genome_id	genome_name	taxon_id	kingdom	phylum	class	order	family	genus	species	taxon_lineage_ids	taxon_lineage_names
Leisingera_sp_60898	1577896.3	Leisingera sp. ANG-Vp	1577896	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Leisingera	Leisingera sp. ANG-Vp	131567;2;1224;28211;204455;31989;191028;1577896	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Leisingera;Leisingera sp. ANG-Vp
Leisingera_sp_60899	1577902.3	Leisingera sp. ANG-M7	1577902	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Leisingera	Leisingera sp. ANG-M7	131567;2;1224;28211;204455;31989;191028;1577902	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Leisingera;Leisingera sp. ANG-M7
Terrisporobacter_sp_60894	1577792.3	Terrisporobacter sp. 08-306576	1577792	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Terrisporobacter	Terrisporobacter sp. 08-306576	131567;2;1239;186801;186802;186804;1505652;1577792	cellular organisms;Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Terrisporobacter;Terrisporobacter sp. 08-306576
Helicobacter_pylori_60231	1354718.3	Helicobacter pylori HP87hu	1354718	Bacteria	delta/epsilon subdivisions	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori	131567;2;1224;68525;29547;213849;72293;209;210;1354718	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter pylori;Helicobacter pylori HP87hu
Roseovarius_sp_60232	1354722.3	Roseovarius sp. MCTG156(2b)	1354722	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseovarius	Roseovarius sp. MCTG156(2b)	131567;2;1224;28211;204455;31989;74030;1354722	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseovarius;Roseovarius sp. MCTG156(2b)
Leisingera_sp_60897	1577895.3	Leisingera sp. ANG-M1	1577895	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Leisingera	Leisingera sp. ANG-M1	131567;2;1224;28211;204455;31989;191028;1577895	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Leisingera;Leisingera sp. ANG-M1
Helicobacter_apodemus_60234	135569.3	Helicobacter apodemus MIT-03-7007	135569	Bacteria	delta/epsilon subdivisions	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter apodemus	131567;2;1224;68525;29547;213849;72293;209;135569	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter apodemus
Mesorhizobium_sp_60891	1574409.3	Mesorhizobium sp. F7	1574409	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium sp. F7	131567;2;1224;28211;356;69277;68287;1574409	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Mesorhizobium;Mesorhizobium sp. F7
Alicyclobacillus_acidoterrestris_60236	1356854.4	Alicyclobacillus acidoterrestris ATCC 49025	1356854	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	Alicyclobacillus acidoterrestris	131567;2;1239;91061;1385;186823;29330;1450;1356854	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Alicyclobacillus;Alicyclobacillus acidoterrestris;Alicyclobacillus acidoterrestris ATCC 49025
Pseudomonas_syringae_60237	1357274.3	Pseudomonas syringae CC1466	1357274	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas syringae	131567;2;1224;1236;72274;135621;286;136849;251695;317;1357274	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas syringae group;Pseudomonas syringae group genomosp. 1;Pseudomonas syringae;Pseudomonas syringae CC1466
Prevotella_pleuritidis_55957	1236494.3	Prevotella pleuritidis JCM 14110	1236494	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella pleuritidis	131567;2;68336;976;200643;171549;171552;838;407975;1236494	cellular organisms;Bacteria;Bacteroidetes/Chlorobi group;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella pleuritidis;Prevotella pleuritidis JCM 14110
Kordiimonas_gwangyangensis_46381	1236957.3	Kordiimonas gwangyangensis JCM 12864	1236957	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	Kordiimonadaceae	Kordiimonas	Kordiimonas gwangyangensis	131567;2;1224;28211;362534;1331809;288021;288022;1236957	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Kordiimonadales;Kordiimonadaceae;Kordiimonas;Kordiimonas gwangyangensis;Kordiimonas gwangyangensis JCM 12864
Bradyrhizobium_japonicum_56600	502063.3	Bradyrhizobium sp. CCBAU 41267	502063	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium sp. CCBAU 41267	131567;2;1224;28211;356;41294;374;502063	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium;Bradyrhizobium sp. CCBAU 41267
Campylobacter_subantarcticus_56601	1388751.3	Campylobacter subantarcticus LMG 24374	1388751	Bacteria	delta/epsilon subdivisions	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter subantarcticus	131567;2;1224;68525;29547;213849;72294;194;497724;1388751	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter subantarcticus;Campylobacter subantarcticus LMG 24374
Vibrio_natriegens_56602	1219067.7	Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759	1219067	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio natriegens	131567;2;1224;1236;135623;641;662;717610;691;1219067	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio harveyi group;Vibrio natriegens;Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759
Cyanothece_sp_56351	395962.4	Cyanothece sp. PCC 8802	395962	Bacteria	Cyanobacteria	Oscillatoriophycideae	Chroococcales		Cyanothece	Cyanothece sp. PCC 8802	131567;2;1117;1301283;1118;43988;395962	cellular organisms;Bacteria;Cyanobacteria;Oscillatoriophycideae;Chroococcales;Cyanothece;Cyanothece sp. PCC 8802
Turicibacter_sanguinis_52329	702450.3	Turicibacter sanguinis PC909	702450	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	Turicibacter sanguinis	131567;2;1239;526524;526525;128827;191303;154288;702450	cellular organisms;Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Turicibacter;Turicibacter sanguinis;Turicibacter sanguinis PC909
Gluconacetobacter_diazotrophicus_52323	272568.11	Gluconacetobacter diazotrophicus PAl 5 (Prj:21071)	272568	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter	Gluconacetobacter diazotrophicus	131567;2;1224;28211;204441;433;89583;33996;272568	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Gluconacetobacter;Gluconacetobacter diazotrophicus;Gluconacetobacter diazotrophicus PA1 5
Methylocystis_sp_57009	107635.3	Methylosinus sp. LW3	107635	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Methylosinus	Methylosinus sp. LW3	131567;2;1224;28211;356;31993;425;107635	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;Methylosinus;Methylosinus sp. LW3
Lactobacillus_mucosae_57556	97478.11	Lactobacillus mucosae DPC 6426	97478	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus mucosae	131567;2;1239;91061;186826;33958;1578;97478	cellular organisms;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus mucosae
Agrobacterium_fabrum_57555	176299.1	Agrobacterium fabrum str. C58	176299	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	Agrobacterium fabrum	131567;2;1224;28211;356;82115;227290;357;1183400;1176649;176299	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium/Agrobacterium group;Agrobacterium;Agrobacterium tumefaciens complex;Agrobacterium fabrum;Agrobacterium fabrum str. C58
Phaeobacter_sp_57004	1569354.3	Phaeobacter sp. S26	1569354	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Phaeobacter	Phaeobacter sp. S26	131567;2;1224;28211;204455;31989;302485;1569354	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Phaeobacter;Phaeobacter sp. S26
Sphingobium_japonicum_57007	861109.3	Sphingobium indicum B90A	861109	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium indicum	131567;2;1224;28211;204457;41297;165695;332055;861109	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium indicum;Sphingobium indicum B90A
Pseudomonas_viridiflava_57558	33069.5	Pseudomonas viridiflava LMCA8	33069	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas viridiflava	131567;2;1224;1236;72274;135621;286;136849;33069	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas syringae group;Pseudomonas viridiflava
Arthromitus_sp_53052	1109438.4	Candidatus Arthromitus sp. SFB-mouse-SU	1109438	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Candidatus Arthromitus	Candidatus Arthromitus sp. SFB-mouse-SU	131567;2;1239;186801;186802;31979;49082;1109438	cellular organisms;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Candidatus Arthromitus;Candidatus Arthromitus sp. SFB-mouse-SU
Salinispora_tropica_53050	1169195.3	Salinispora tropica CNS416	1169195	Bacteria	Actinobacteria	Actinobacteridae	Micromonosporineae	Micromonosporaceae	Salinispora	Salinispora tropica	131567;2;201174;1760;85003;2037;85008;28056;168694;168695;1169195	cellular organisms;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micromonosporineae;Micromonosporaceae;Salinispora;Salinispora tropica;Salinispora tropica CNS416
Sphingobium_sp_61949	627192.4	Sphingobium sp. SYK-6	627192	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium sp. SYK-6	131567;2;1224;28211;204457;41297;165695;627192	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium sp. SYK-6
Phascolarctobacterium_succinatutens_61948	626939.3	Phascolarctobacterium succinatutens YIT 12067	626939	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium succinatutens	131567;2;1239;909932;909929;909930;33024;626940;626939	cellular organisms;Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae;Phascolarctobacterium;Phascolarctobacterium succinatutens;Phascolarctobacterium succinatutens YIT 12067
Aquimarina_agarilytica_61941	620914.3	Aquimarina agarilytica ZC1	620914	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aquimarina	Aquimarina agarilytica	131567;2;68336;976;117743;200644;49546;290174;1087449;620914	cellular organisms;Bacteria;Bacteroidetes/Chlorobi group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Aquimarina;Aquimarina agarilytica;Aquimarina agarilytica ZC1
Vibrio_splendidus_61940	617140.3	Vibrio splendidus ZS-139	617140	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio splendidus	131567;2;1224;1236;135623;641;662;29497;617140	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio splendidus;Vibrio splendidus ZS-139
Roseburia_inulinivorans_61943	622312.4	Roseburia inulinivorans DSM 16841	622312	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia inulinivorans	131567;2;1239;186801;186802;186803;841;360807;622312	cellular organisms;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;Roseburia inulinivorans;Roseburia inulinivorans DSM 16841
Paenibacillus_sp_61942	621372.3	Paenibacillus sp. oral taxon 786 str. D14	621372	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. oral taxon 786	131567;2;1239;91061;1385;186822;44249;652715;621372	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus sp. oral taxon 786;Paenibacillus sp. oral taxon 786 str. D14
Granulicatella_elegans_61945	626369.3	Granulicatella elegans ATCC 700633	626369	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	Granulicatella elegans	131567;2;1239;91061;186826;186828;117563;137732;626369	cellular organisms;Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella;Granulicatella elegans;Granulicatella elegans ATCC 700633
Methylocystis_sp_61944	622637.3	Methylocystis sp. ATCC 49242	622637	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Methylocystis	Methylocystis sp. ATCC 49242	131567;2;1224;28211;356;31993;133;622637	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;Methylocystis;Methylocystis sp. ATCC 49242
Marinobacter_nanhaiticus_61947	626887.3	Marinobacter nanhaiticus D15-8W	626887	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter	Marinobacter nanhaiticus	131567;2;1224;1236;135622;72275;2742;1305740;626887	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Marinobacter;Marinobacter nanhaiticus;Marinobacter nanhaiticus D15-8W
Prevotella_tannerae_61946	626522.3	Prevotella tannerae ATCC 51259	626522	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	Alloprevotella tannerae	131567;2;68336;976;200643;171549;171552;1283313;76122;626522	cellular organisms;Bacteria;Bacteroidetes/Chlorobi group;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;Alloprevotella tannerae;Prevotella tannerae ATCC 51259
Cetobacterium_somerae_60094	1319815.3	Cetobacterium somerae ATCC BAA-474	1319815	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Cetobacterium	Cetobacterium somerae	131567;2;32066;203490;203491;203492;180162;188913;1319815	cellular organisms;Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Cetobacterium;Cetobacterium somerae;Cetobacterium somerae ATCC BAA-474
Streptococcus_suis_60095	1321372.3	Streptococcus suis EA1832.92	1321372	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	131567;2;1239;91061;186826;1300;1301;1307;1321372	cellular organisms;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus suis;Streptococcus suis EA1832.92
Bacillus_selenatarsenatis_60096	1321606.5	Bacillus selenatarsenatis SF-1	1321606	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus selenatarsenatis	131567;2;1239;91061;1385;186817;1386;388741;1321606	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus selenatarsenatis;Bacillus selenatarsenatis SF-1
Aggregatibacter_sp_60097	1321772.3	Aggregatibacter sp. oral taxon 458 str. W10330	1321772	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	Aggregatibacter sp. oral taxon 458	131567;2;1224;1236;135625;712;416916;712148;1321772	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter;Aggregatibacter sp. oral taxon 458;Aggregatibacter sp. oral taxon 458 str. W10330
Roseivivax_sp_60090	1317118.6	Roseivivax sp. 22II-s10s	1317118	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseivivax	Roseivivax atlanticus	131567;2;1224;28211;204455;31989;93682;1317118	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseivivax;Roseivivax atlanticus
Aquimarina_sp_60091	1317122.7	Aquimarina sp. 22II-S11-z7	1317122	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aquimarina	Aquimarina sp. 22II-S11-z7	131567;2;68336;976;117743;200644;49546;290174;1317122	cellular organisms;Bacteria;Bacteroidetes/Chlorobi group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Aquimarina;Aquimarina sp. 22II-S11-z7
Thioclava_sp_60092	1317124.6	Thioclava sp. 13D2W-2	1317124	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Thioclava	Thioclava sp. 13D2W-2	131567;2;1224;28211;204455;31989;285107;1317124	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Thioclava;Thioclava sp. 13D2W-2
Marinobacter_lipolyticus_60093	1318628.3	Marinobacter lipolyticus SM19	1318628	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter	Marinobacter lipolyticus	131567;2;1224;1236;135622;72275;2742;209639;1318628	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Marinobacter;Marinobacter lipolyticus;Marinobacter lipolyticus SM19
Atopobium_sp_60098	1321773.3	Atopobium sp. oral taxon 810 str. F0209	1321773	Bacteria	Actinobacteria	Coriobacteridae	Coriobacterineae	Coriobacteriaceae	Atopobium	Atopobium sp. oral taxon 810	131567;2;201174;1760;84998;84999;255727;84107;1380;712158;1321773	cellular organisms;Bacteria;Actinobacteria;Actinobacteria;Coriobacteridae;Coriobacteriales;Coriobacterineae;Coriobacteriaceae;Atopobium;Atopobium sp. oral taxon 810;Atopobium sp. oral taxon 810 str. F0209
Leptotrichia_sp_60099	1321774.3	Leptotrichia sp. oral taxon 225 str. F0581	1321774	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia sp. oral taxon 225	131567;2;32066;203490;203491;1129771;32067;671213;1321774	cellular organisms;Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;Leptotrichia sp. oral taxon 225;Leptotrichia sp. oral taxon 225 str. F0581
Rhodococcus_rhodochrous_53279	1429046.4	Rhodococcus rhodochrous ATCC 21198	1429046	Bacteria	Actinobacteria	Actinobacteridae	Corynebacterineae	Nocardiaceae	Rhodococcus	Rhodococcus rhodochrous	131567;2;201174;1760;85003;2037;85007;85025;1827;1829;1429046	cellular organisms;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Nocardiaceae;Rhodococcus;Rhodococcus rhodochrous;Rhodococcus rhodochrous ATCC 21198
Meganema_perideroedes_58936	1122218.3	Meganema perideroedes DSM 15528	1122218	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Meganema	Meganema perideroedes	131567;2;1224;28211;356;119045;356797;217219;1122218	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Meganema;Meganema perideroedes;Meganema perideroedes DSM 15528
Corynebacterium_glutamicum_56976	1198672.4	Corynebacterium glutamicum Z188	1198672	Bacteria	Actinobacteria	Actinobacteridae	Corynebacterineae	Corynebacteriaceae	Corynebacterium	Corynebacterium glutamicum	131567;2;201174;1760;85003;2037;85007;1653;1716;1718;1198672	cellular organisms;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Corynebacteriaceae;Corynebacterium;Corynebacterium glutamicum;Corynebacterium glutamicum Z188
